400343389,1,1,0.50019,0.49981
400343389,1,2,0.19985,0.80015
400343389,1,3,0.06267,0.93733
400343389,1,4,0.01529,0.98471
400343389,1,5,0.00308,0.99692
400343389,1,6,0.00052,0.99948
400343389,1,7,0.00007,0.99993
400343389,1,8,0.00001,0.99999
400343389,1,9,0,1
400343389,1,10,0,1
400343389,1,11,0,1
400343389,1,12,0,1
400343389,1,13,0,1
400343389,1,14,0,1
400343389,1,15,0,1
400343389,2,1,0.66655,0.33345
400343389,2,2,0.39981,0.60019
400343389,2,3,0.21045,0.78955
400343389,2,4,0.0953,0.9047
400343389,2,5,0.03666,0.96334
400343389,2,6,0.01206,0.98794
400343389,2,7,0.00346,0.99654
400343389,2,8,0.00088,0.99912
400343389,2,9,0.0002,0.9998
400343389,2,10,0.00004,0.99996
400343389,2,11,0.00001,0.99999
400343389,2,12,0,1
400343389,2,13,0,1
400343389,2,14,0,1
400343389,2,15,0,1
400343389,3,1,0.74991,0.25009
400343389,3,2,0.52921,0.47079
400343389,3,3,0.34623,0.65377
400343389,3,4,0.20568,0.79432
400343389,3,5,0.1099,0.8901
400343389,3,6,0.05201,0.94799
400343389,3,7,0.02189,0.97811
400343389,3,8,0.00818,0.99182
400343389,3,9,0.0027,0.9973
400343389,3,10,0.00084,0.99916
400343389,3,11,0.00024,0.99976
400343389,3,12,0.00006,0.99994
400343389,3,13,0.00001,0.99999
400343389,3,14,0,1
400343389,3,15,0,1
400343389,4,1,0.80007,0.19993
400343389,4,2,0.61547,0.38453
400343389,4,3,0.4507,0.5493
400343389,4,4,0.31036,0.68964
400343389,4,5,0.19896,0.80104
400343389,4,6,0.11718,0.88282
400343389,4,7,0.06268,0.93732
400343389,4,8,0.03054,0.96946
400343389,4,9,0.01331,0.98669
400343389,4,10,0.00522,0.99478
400343389,4,11,0.00195,0.99805
400343389,4,12,0.00068,0.99932
400343389,4,13,0.00021,0.99979
400343389,4,14,0.00007,0.99993
400343389,4,15,0.00002,0.99998
400343389,5,1,0.83338,0.16662
400343389,5,2,0.67563,0.32437
400343389,5,3,0.52956,0.47044
400343389,5,4,0.39834,0.60166
400343389,5,5,0.28475,0.71525
400343389,5,6,0.19198,0.80802
400343389,5,7,0.12015,0.87985
400343389,5,8,0.07011,0.92989
400343389,5,9,0.03741,0.96259
400343389,5,10,0.01832,0.98168
400343389,5,11,0.00834,0.99166
400343389,5,12,0.00345,0.99655
400343389,5,13,0.00135,0.99865
400343389,5,14,0.0005,0.9995
400343389,5,15,0.00017,0.99983
400343389,6,1,0.85716,0.14284
400343389,6,2,0.71985,0.28015
400343389,6,3,0.59014,0.40986
400343389,6,4,0.46947,0.53053
400343389,6,5,0.35991,0.64009
400343389,6,6,0.26522,0.73478
400343389,6,7,0.18495,0.81505
400343389,6,8,0.12191,0.87809
400343389,6,9,0.07509,0.92491
400343389,6,10,0.04326,0.95674
400343389,6,11,0.02313,0.97687
400343389,6,12,0.01142,0.98858
400343389,6,13,0.00523,0.99477
400343389,6,14,0.00225,0.99775
400343389,6,15,0.00091,0.99909
400343389,7,1,0.87497,0.12503
400343389,7,2,0.75384,0.24616
400343389,7,3,0.63737,0.36263
400343389,7,4,0.52729,0.47271
400343389,7,5,0.42452,0.57548
400343389,7,6,0.33148,0.66852
400343389,7,7,0.2491,0.7509
400343389,7,8,0.17871,0.82129
400343389,7,9,0.12204,0.87796
400343389,7,10,0.07891,0.92109
400343389,7,11,0.04782,0.95218
400343389,7,12,0.02719,0.97281
400343389,7,13,0.0145,0.9855
400343389,7,14,0.00716,0.99284
400343389,7,15,0.00337,0.99663
400343389,8,1,0.88883,0.11117
400343389,8,2,0.78047,0.21953
400343389,8,3,0.67511,0.32489
400343389,8,4,0.57431,0.42569
400343389,8,5,0.47862,0.52138
400343389,8,6,0.38958,0.61042
400343389,8,7,0.30774,0.69226
400343389,8,8,0.23574,0.76426
400343389,8,9,0.17333,0.82667
400343389,8,10,0.12207,0.87793
400343389,8,11,0.08144,0.91856
400343389,8,12,0.05153,0.94847
400343389,8,13,0.03073,0.96927
400343389,8,14,0.0174,0.9826
400343389,8,15,0.00928,0.99072
400343389,9,1,0.90001,0.09999
400343389,9,2,0.80203,0.19797
400343389,9,3,0.70655,0.29345
400343389,9,4,0.61351,0.38649
400343389,9,5,0.52469,0.47531
400343389,9,6,0.44073,0.55927
400343389,9,7,0.36158,0.63842
400343389,9,8,0.2891,0.7109
400343389,9,9,0.22442,0.77558
400343389,9,10,0.16795,0.83205
400343389,9,11,0.12097,0.87903
400343389,9,12,0.08278,0.91722
400343389,9,13,0.05442,0.94558
400343389,9,14,0.03396,0.96604
400343389,9,15,0.01993,0.98007
400343389,10,1,0.9091,0.0909
400343389,10,2,0.81975,0.18025
400343389,10,3,0.73195,0.26805
400343389,10,4,0.64676,0.35324
400343389,10,5,0.56372,0.43628
400343389,10,6,0.48439,0.51561
400343389,10,7,0.40902,0.59098
400343389,10,8,0.33901,0.66099
400343389,10,9,0.2733,0.7267
400343389,10,10,0.21471,0.78529
400343389,10,11,0.16357,0.83643
400343389,10,12,0.1199,0.8801
400343389,10,13,0.08433,0.91567
400343389,10,14,0.05695,0.94305
400343389,10,15,0.03667,0.96333
400381481,1,1,0.50009,0.49991
400381481,1,2,0.19995,0.80005
400381481,1,3,0.06258,0.93742
400381481,1,4,0.01532,0.98468
400381481,1,5,0.00302,0.99698
400381481,1,6,0.00048,0.99952
400381481,1,7,0.00008,0.99992
400381481,1,8,0.00001,0.99999
400381481,1,9,0,1
400381481,1,10,0,1
400381481,1,11,0,1
400381481,1,12,0,1
400381481,1,13,0,1
400381481,1,14,0,1
400381481,1,15,0,1
400381481,2,1,0.66687,0.33313
400381481,2,2,0.39985,0.60015
400381481,2,3,0.21037,0.78963
400381481,2,4,0.09544,0.90456
400381481,2,5,0.03661,0.96339
400381481,2,6,0.01203,0.98797
400381481,2,7,0.00345,0.99655
400381481,2,8,0.00085,0.99915
400381481,2,9,0.00018,0.99982
400381481,2,10,0.00004,0.99996
400381481,2,11,0.00001,0.99999
400381481,2,12,0,1
400381481,2,13,0,1
400381481,2,14,0,1
400381481,2,15,0,1
400381481,3,1,0.75018,0.24982
400381481,3,2,0.52965,0.47035
400381481,3,3,0.34614,0.65386
400381481,3,4,0.20607,0.79393
400381481,3,5,0.10993,0.89007
400381481,3,6,0.05215,0.94785
400381481,3,7,0.02171,0.97829
400381481,3,8,0.00817,0.99183
400381481,3,9,0.00268,0.99732
400381481,3,10,0.0008,0.9992
400381481,3,11,0.00022,0.99978
400381481,3,12,0.00005,0.99995
400381481,3,13,0.00001,0.99999
400381481,3,14,0,1
400381481,3,15,0,1
400381481,4,1,0.80013,0.19987
400381481,4,2,0.61546,0.38454
400381481,4,3,0.45079,0.54921
400381481,4,4,0.31066,0.68934
400381481,4,5,0.19943,0.80057
400381481,4,6,0.11733,0.88267
400381481,4,7,0.0626,0.9374
400381481,4,8,0.03035,0.96965
400381481,4,9,0.01348,0.98652
400381481,4,10,0.00531,0.99469
400381481,4,11,0.00192,0.99808
400381481,4,12,0.00062,0.99938
400381481,4,13,0.00018,0.99982
400381481,4,14,0.00006,0.99994
400381481,4,15,0.00002,0.99998
400381481,5,1,0.83329,0.16671
400381481,5,2,0.67565,0.32435
400381481,5,3,0.52985,0.47015
400381481,5,4,0.39827,0.60173
400381481,5,5,0.28471,0.71529
400381481,5,6,0.19175,0.80825
400381481,5,7,0.12053,0.87947
400381481,5,8,0.06997,0.93003
400381481,5,9,0.03736,0.96264
400381481,5,10,0.01825,0.98175
400381481,5,11,0.00825,0.99175
400381481,5,12,0.00339,0.99661
400381481,5,13,0.00132,0.99868
400381481,5,14,0.00047,0.99953
400381481,5,15,0.00015,0.99985
400381481,6,1,0.85711,0.14289
400381481,6,2,0.71995,0.28005
400381481,6,3,0.59001,0.40999
400381481,6,4,0.46975,0.53025
400381481,6,5,0.36048,0.63952
400381481,6,6,0.265,0.735
400381481,6,7,0.18486,0.81514
400381481,6,8,0.12207,0.87793
400381481,6,9,0.07519,0.92481
400381481,6,10,0.04338,0.95662
400381481,6,11,0.02318,0.97682
400381481,6,12,0.0114,0.9886
400381481,6,13,0.00523,0.99477
400381481,6,14,0.00222,0.99778
400381481,6,15,0.0009,0.9991
400381481,7,1,0.87491,0.12509
400381481,7,2,0.75392,0.24608
400381481,7,3,0.63753,0.36247
400381481,7,4,0.52752,0.47248
400381481,7,5,0.42476,0.57524
400381481,7,6,0.33156,0.66844
400381481,7,7,0.24874,0.75126
400381481,7,8,0.1791,0.8209
400381481,7,9,0.12233,0.87767
400381481,7,10,0.07887,0.92113
400381481,7,11,0.04775,0.95225
400381481,7,12,0.02715,0.97285
400381481,7,13,0.01436,0.98564
400381481,7,14,0.00712,0.99288
400381481,7,15,0.0033,0.9967
400381481,8,1,0.88887,0.11113
400381481,8,2,0.78047,0.21953
400381481,8,3,0.67588,0.32412
400381481,8,4,0.57481,0.42519
400381481,8,5,0.47923,0.52077
400381481,8,6,0.39009,0.60991
400381481,8,7,0.30846,0.69154
400381481,8,8,0.23572,0.76428
400381481,8,9,0.17311,0.82689
400381481,8,10,0.12204,0.87796
400381481,8,11,0.0812,0.9188
400381481,8,12,0.05134,0.94866
400381481,8,13,0.03068,0.96932
400381481,8,14,0.01728,0.98272
400381481,8,15,0.00905,0.99095
400381481,9,1,0.89997,0.10003
400381481,9,2,0.80204,0.19796
400381481,9,3,0.70669,0.29331
400381481,9,4,0.61401,0.38599
400381481,9,5,0.52517,0.47483
400381481,9,6,0.4408,0.5592
400381481,9,7,0.36202,0.63798
400381481,9,8,0.28921,0.71079
400381481,9,9,0.22409,0.77591
400381481,9,10,0.16804,0.83196
400381481,9,11,0.12078,0.87922
400381481,9,12,0.08307,0.91693
400381481,9,13,0.05424,0.94576
400381481,9,14,0.0337,0.9663
400381481,9,15,0.0198,0.9802
400381481,10,1,0.9091,0.0909
400381481,10,2,0.81966,0.18034
400381481,10,3,0.73214,0.26786
400381481,10,4,0.64679,0.35321
400381481,10,5,0.56411,0.43589
400381481,10,6,0.48497,0.51503
400381481,10,7,0.40939,0.59061
400381481,10,8,0.33865,0.66135
400381481,10,9,0.27372,0.72628
400381481,10,10,0.21501,0.78499
400381481,10,11,0.16282,0.83718
400381481,10,12,0.11972,0.88028
400381481,10,13,0.08432,0.91568
400381481,10,14,0.05683,0.94317
400381481,10,15,0.0366,0.9634
22,1,14,0,1
22,1,1,0.49981,0.50019
22,1,2,0.20007,0.79993
22,1,3,0.06248,0.93752
22,1,4,0.01545,0.98455
22,1,5,0.00305,0.99695
22,1,6,0.00052,0.99948
22,1,7,0.00007,0.99993
22,1,8,0.00001,0.99999
22,1,9,0,1
22,1,10,0,1
22,1,11,0,1
22,1,12,0,1
22,1,13,0,1
22,1,14,0,1
22,1,15,0,1
22,2,1,0.66641,0.33359
22,2,2,0.39969,0.60031
22,2,3,0.21042,0.78958
22,2,4,0.09539,0.90461
22,2,5,0.03672,0.96328
22,2,6,0.0121,0.9879
22,2,7,0.00342,0.99658
22,2,8,0.00084,0.99916
22,2,9,0.00019,0.99981
22,2,10,0.00004,0.99996
22,2,11,0.00001,0.99999
22,2,12,0,1
22,2,13,0,1
22,2,14,0,1
22,2,15,0,1
22,3,1,0.74984,0.25016
22,3,2,0.52916,0.47084
22,3,3,0.34592,0.65408
22,3,4,0.20531,0.79469
22,3,5,0.10999,0.89001
22,3,6,0.0522,0.9478
22,3,7,0.02189,0.97811
22,3,8,0.00809,0.99191
22,3,9,0.00274,0.99726
22,3,10,0.00081,0.99919
